"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 29, 2015","5,107.94","5,066.52","5,116.99","5,065.89","296.09M","1.33%"
"Dec 28, 2015","5,040.98","5,032.29","5,041.27","4,999.07","299.29M","-0.15%"
"Dec 24, 2015","5,048.49","5,046.19","5,063.28","5,043.65","172.22M","0.05%"
"Dec 23, 2015","5,045.93","5,025.55","5,046.09","5,020.44","354.60M","0.90%"
"Dec 22, 2015","5,001.11","4,988.68","5,007.77","4,964.08","346.17M","0.65%"
"Dec 21, 2015","4,968.92","4,957.53","4,968.92","4,928.93","393.92M","0.93%"
"Dec 18, 2015","4,923.08","4,982.58","4,996.49","4,921.33","1.52B","-1.59%"
"Dec 17, 2015","5,002.55","5,087.17","5,088.57","5,002.55","427.95M","-1.35%"
"Dec 16, 2015","5,071.13","5,033.48","5,078.99","4,992.63","443.74M","1.52%"
"Dec 15, 2015","4,995.36","4,991.21","5,026.54","4,986.99","449.30M","0.87%"
"Dec 14, 2015","4,952.23","4,932.61","4,953.60","4,871.59","496.83M","0.38%"
"Dec 11, 2015","4,933.47","4,979.77","4,996.19","4,928.67","475.11M","-2.21%"
"Dec 10, 2015","5,045.17","5,026.30","5,075.65","5,019.31","388.23M","0.44%"
"Dec 09, 2015","5,022.86","5,077.21","5,106.36","5,000.12","442.49M","-1.48%"
"Dec 08, 2015","5,098.24","5,050.52","5,111.73","5,045.73","417.62M","-0.07%"
"Dec 07, 2015","5,101.81","5,139.46","5,139.78","5,082.23","436.58M","-0.79%"
"Dec 04, 2015","5,142.27","5,050.93","5,147.00","5,043.49","440.75M","2.08%"
"Dec 03, 2015","5,037.53","5,143.15","5,144.60","5,011.72","486.60M","-1.67%"
"Dec 02, 2015","5,123.22","5,158.82","5,176.77","5,117.15","450.13M","-0.64%"
"Dec 01, 2015","5,156.31","5,129.64","5,156.31","5,120.17","463.40M","0.93%"
"Nov 30, 2015","5,108.67","5,139.58","5,141.36","5,098.70","616.31M","-0.37%"
"Nov 27, 2015","5,127.52","5,121.93","5,134.35","5,108.51","189.35M","0.22%"
"Nov 25, 2015","5,116.14","5,106.87","5,124.09","5,101.18","343.28M","0.26%"
"Nov 24, 2015","5,102.81","5,070.66","5,110.75","5,050.14","417.56M","0.01%"
"Nov 23, 2015","5,102.48","5,106.72","5,128.08","5,084.85","386.57M","-0.05%"
"Nov 20, 2015","5,104.92","5,096.96","5,112.46","5,094.31","429.76M","0.62%"
"Nov 19, 2015","5,073.64","5,078.68","5,092.46","5,067.27","388.35M","-0.03%"
"Nov 18, 2015","5,075.20","5,004.60","5,078.80","5,001.67","451.44M","1.79%"
"Nov 17, 2015","4,986.02","4,991.71","5,023.45","4,975.74","418.58M","0.03%"
"Nov 16, 2015","4,984.62","4,916.14","4,984.91","4,908.66","416.85M","1.15%"
"Nov 13, 2015","4,927.88","4,980.86","4,989.06","4,925.35","444.55M","-1.54%"
"Nov 12, 2015","5,005.08","5,043.10","5,062.49","5,004.46","395.74M","-1.22%"
"Nov 11, 2015","5,067.02","5,098.12","5,111.19","5,066.68","366.71M","-0.32%"
"Nov 10, 2015","5,083.24","5,068.55","5,086.89","5,051.22","432.61M","-0.24%"
"Nov 09, 2015","5,095.30","5,128.94","5,133.44","5,066.10","436.18M","-1.01%"
"Nov 06, 2015","5,147.12","5,124.04","5,147.12","5,092.87","471.93M","0.38%"
"Nov 05, 2015","5,127.74","5,144.15","5,154.86","5,098.49","456.55M","-0.29%"
"Nov 04, 2015","5,142.48","5,155.62","5,162.57","5,122.78","466.94M","-0.05%"
"Nov 03, 2015","5,145.13","5,114.31","5,163.47","5,109.68","446.94M","0.35%"
"Nov 02, 2015","5,127.15","5,065.64","5,130.51","5,061.47","427.28M","1.45%"
"Oct 30, 2015","5,053.75","5,079.76","5,085.22","5,053.75","509.29M","-0.40%"
"Oct 29, 2015","5,074.27","5,071.04","5,084.63","5,066.89","426.89M","-0.42%"
"Oct 28, 2015","5,095.69","5,040.38","5,095.69","5,019.60","493.38M","1.30%"
"Oct 27, 2015","5,030.15","5,018.99","5,040.08","5,009.07","455.96M","-0.09%"
"Oct 26, 2015","5,034.70","5,030.80","5,045.16","5,012.74","418.69M","0.06%"
"Oct 23, 2015","5,031.86","5,024.38","5,048.55","4,999.54","509.63M","2.27%"
"Oct 22, 2015","4,920.05","4,875.96","4,926.99","4,861.80","505.00M","1.65%"
"Oct 21, 2015","4,840.12","4,903.98","4,904.85","4,836.46","431.97M","-0.84%"
"Oct 20, 2015","4,880.97","4,900.02","4,909.37","4,866.60","387.51M","-0.50%"
"Oct 19, 2015","4,905.47","4,873.54","4,915.49","4,865.83","380.43M","0.38%"
"Oct 16, 2015","4,886.69","4,872.36","4,886.95","4,851.28","494.94M","0.34%"
"Oct 15, 2015","4,870.10","4,799.43","4,870.10","4,795.29","445.82M","1.82%"
"Oct 14, 2015","4,782.85","4,801.35","4,820.09","4,771.62","435.24M","-0.29%"
"Oct 13, 2015","4,796.61","4,809.24","4,858.28","4,793.92","354.14M","-0.87%"
"Oct 12, 2015","4,838.64","4,839.79","4,846.74","4,818.16","316.99M","0.17%"
"Oct 09, 2015","4,830.47","4,817.28","4,841.38","4,804.59","404.83M","0.41%"
"Oct 08, 2015","4,810.79","4,775.06","4,819.07","4,737.93","441.40M","0.41%"
"Oct 07, 2015","4,791.15","4,775.05","4,791.15","4,728.71","522.59M","0.90%"
"Oct 06, 2015","4,748.36","4,767.63","4,783.37","4,711.79","471.98M","-0.69%"
"Oct 05, 2015","4,781.26","4,742.13","4,785.91","4,740.24","490.22M","1.56%"
"Oct 02, 2015","4,707.77","4,566.13","4,707.77","4,552.34","510.64M","1.74%"
"Oct 01, 2015","4,627.08","4,624.46","4,628.23","4,559.21","501.35M","0.15%"
"Sep 30, 2015","4,620.16","4,574.38","4,620.16","4,559.18","623.88M","2.28%"
"Sep 29, 2015","4,517.32","4,551.04","4,596.06","4,487.06","548.61M","-0.59%"
"Sep 28, 2015","4,543.97","4,665.06","4,665.21","4,529.41","558.00M","-3.04%"
"Sep 25, 2015","4,686.50","4,782.41","4,785.22","4,659.48","501.80M","-1.01%"
"Sep 24, 2015","4,734.48","4,717.89","4,746.21","4,670.12","481.39M","-0.38%"
"Sep 23, 2015","4,752.74","4,764.69","4,780.64","4,735.13","365.13M","-0.08%"
"Sep 22, 2015","4,756.72","4,762.29","4,776.28","4,716.91","477.77M","-1.50%"
"Sep 21, 2015","4,828.95","4,851.98","4,881.46","4,795.91","453.54M","0.04%"
"Sep 18, 2015","4,827.23","4,828.71","4,878.71","4,819.09","1.36B","-1.36%"
"Sep 17, 2015","4,893.95","4,884.11","4,960.87","4,880.50","444.77M","0.10%"
"Sep 16, 2015","4,889.24","4,860.44","4,893.44","4,848.15","382.59M","0.59%"
"Sep 15, 2015","4,860.52","4,819.32","4,872.35","4,802.09","353.27M","1.14%"
"Sep 14, 2015","4,805.76","4,831.98","4,832.00","4,791.08","358.08M","-0.34%"
"Sep 11, 2015","4,822.34","4,770.73","4,822.34","4,763.15","396.56M","0.54%"
"Sep 10, 2015","4,796.25","4,749.96","4,826.33","4,746.52","444.14M","0.84%"
"Sep 09, 2015","4,756.53","4,856.27","4,862.88","4,746.73","460.53M","-1.15%"
"Sep 08, 2015","4,811.93","4,769.72","4,815.04","4,754.89","445.73M","2.73%"
"Sep 04, 2015","4,683.92","4,670.35","4,712.67","4,657.82","378.95M","-1.05%"
"Sep 03, 2015","4,733.50","4,763.10","4,800.19","4,721.91","434.44M","-0.35%"
"Sep 02, 2015","4,749.98","4,704.42","4,749.98","4,659.41","472.71M","2.46%"
"Sep 01, 2015","4,636.10","4,673.61","4,722.13","4,614.91","582.68M","-2.94%"
"Aug 31, 2015","4,776.51","4,798.68","4,824.61","4,763.42","498.17M","-1.07%"
"Aug 28, 2015","4,828.32","4,792.11","4,836.78","4,788.38","509.59M","0.32%"
"Aug 27, 2015","4,812.71","4,761.05","4,818.71","4,721.79","590.55M","2.45%"
"Aug 26, 2015","4,697.54","4,633.51","4,703.97","4,530.03","633.10M","4.24%"
"Aug 25, 2015","4,506.49","4,687.27","4,689.54","4,506.10","657.53M","-0.44%"
"Aug 24, 2015","4,526.25","4,351.61","4,694.90","4,292.14","926.38M","-3.82%"
"Aug 21, 2015","4,706.04","4,801.04","4,856.75","4,706.04","716.26M","-3.52%"
"Aug 20, 2015","4,877.49","4,973.49","4,986.51","4,877.49","477.70M","-2.82%"
"Aug 19, 2015","5,019.05","5,039.03","5,060.93","4,992.85","399.25M","-0.80%"
"Aug 18, 2015","5,059.35","5,082.18","5,085.14","5,054.97","347.37M","-0.64%"
"Aug 17, 2015","5,091.70","5,032.34","5,092.69","5,022.42","360.39M","0.86%"
"Aug 14, 2015","5,048.23","5,025.92","5,051.89","5,012.61","343.63M","0.29%"
"Aug 13, 2015","5,033.56","5,050.94","5,071.46","5,029.61","376.05M","-0.21%"
"Aug 12, 2015","5,044.39","4,994.52","5,055.75","4,945.79","474.10M","0.15%"
"Aug 11, 2015","5,036.79","5,069.16","5,089.33","5,013.44","451.20M","-1.27%"
"Aug 10, 2015","5,101.80","5,081.72","5,112.47","5,081.11","435.82M","1.16%"
"Aug 07, 2015","5,043.54","5,043.97","5,055.56","5,006.15","465.43M","-0.26%"
"Aug 06, 2015","5,056.44","5,146.62","5,149.93","5,035.41","511.22M","-1.62%"
"Aug 05, 2015","5,139.94","5,132.77","5,175.26","5,131.86","452.96M","0.67%"
"Aug 04, 2015","5,105.55","5,110.96","5,125.90","5,092.46","419.37M","-0.19%"
"Aug 03, 2015","5,115.38","5,134.34","5,143.08","5,082.32","411.24M","-0.25%"
"Jul 31, 2015","5,128.28","5,148.18","5,155.02","5,122.37","517.90M","-0.01%"
"Jul 30, 2015","5,128.78","5,100.30","5,135.65","5,070.62","432.34M","0.33%"
"Jul 29, 2015","5,111.73","5,097.86","5,117.84","5,080.04","443.58M","0.44%"
"Jul 28, 2015","5,089.21","5,063.44","5,097.69","5,025.61","475.08M","0.98%"
"Jul 27, 2015","5,039.78","5,055.92","5,072.88","5,032.69","452.92M","-0.96%"
"Jul 24, 2015","5,088.63","5,166.91","5,167.54","5,084.51","474.84M","-1.12%"
"Jul 23, 2015","5,146.41","5,180.33","5,197.00","5,137.64","439.50M","-0.49%"
"Jul 22, 2015","5,171.77","5,146.03","5,184.74","5,145.78","444.46M","-0.70%"
"Jul 21, 2015","5,208.12","5,219.20","5,229.00","5,196.30","398.16M","-0.21%"
"Jul 20, 2015","5,218.86","5,223.18","5,231.94","5,201.49","390.35M","0.17%"
"Jul 17, 2015","5,210.14","5,196.11","5,210.16","5,183.23","443.21M","0.91%"
"Jul 16, 2015","5,163.18","5,138.18","5,163.18","5,128.56","382.62M","1.26%"
"Jul 15, 2015","5,098.94","5,111.11","5,125.32","5,088.12","384.20M","-0.12%"
"Jul 14, 2015","5,104.89","5,077.12","5,116.52","5,075.12","386.79M","0.66%"
"Jul 13, 2015","5,071.51","5,037.27","5,074.81","5,036.68","383.98M","1.48%"
"Jul 10, 2015","4,997.70","4,981.24","5,008.05","4,966.51","369.46M","1.53%"
"Jul 09, 2015","4,922.40","4,976.15","4,982.19","4,920.40","424.41M","0.26%"
"Jul 08, 2015","4,909.76","4,953.98","4,965.45","4,901.51","450.17M","-1.75%"
"Jul 07, 2015","4,997.46","4,993.76","5,001.99","4,902.21","495.44M","0.11%"
"Jul 06, 2015","4,991.94","4,963.80","5,020.71","4,960.93","489.03M","-0.34%"
"Jul 02, 2015","5,009.21","5,024.30","5,027.47","4,990.74","357.11M","-0.08%"
"Jul 01, 2015","5,013.12","5,029.05","5,038.55","4,994.47","425.75M","0.53%"
