"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 20, 2019","0.3267","0.3299","0.3320","0.3213","78.56M","-1.00%"
"Apr 19, 2019","0.3300","0.3353","0.3353","0.3262","110.41M","-1.55%"
"Apr 18, 2019","0.3352","0.3342","0.3464","0.3326","147.50M","0.33%"
"Apr 17, 2019","0.3341","0.3239","0.3405","0.3191","167.72M","3.09%"
"Apr 16, 2019","0.3241","0.3189","0.3248","0.3153","80.39M","1.57%"
"Apr 15, 2019","0.3191","0.3275","0.3318","0.3132","124.42M","-2.56%"
"Apr 14, 2019","0.3275","0.3245","0.3298","0.3213","71.86M","0.89%"
"Apr 13, 2019","0.3246","0.3232","0.3355","0.3197","116.75M","0.37%"
"Apr 12, 2019","0.3234","0.3270","0.3279","0.3143","130.72M","-1.13%"
"Apr 11, 2019","0.3271","0.3536","0.3536","0.3193","282.77M","-7.34%"
"Apr 10, 2019","0.3530","0.3470","0.3575","0.3461","164.47M","1.67%"
"Apr 09, 2019","0.3472","0.3554","0.3554","0.3441","123.85M","-2.39%"
"Apr 08, 2019","0.3557","0.3615","0.3700","0.3448","214.11M","-1.58%"
"Apr 07, 2019","0.3614","0.3526","0.3666","0.3506","207.97M","2.52%"
"Apr 06, 2019","0.3525","0.3613","0.3619","0.3462","199.45M","-2.38%"
"Apr 05, 2019","0.3611","0.3303","0.3792","0.3301","357.68M","9.42%"
"Apr 04, 2019","0.3300","0.3401","0.3463","0.3248","237.99M","-2.97%"
"Apr 03, 2019","0.3401","0.3505","0.3702","0.3264","480.45M","-2.94%"
"Apr 02, 2019","0.3504","0.3122","0.3557","0.3115","389.33M","12.24%"
"Apr 01, 2019","0.3122","0.3087","0.3144","0.3078","96.85M","1.13%"
"Mar 31, 2019","0.3087","0.3108","0.3116","0.3072","65.86M","-0.71%"
"Mar 30, 2019","0.3109","0.3077","0.3180","0.3072","124.13M","1.04%"
"Mar 29, 2019","0.3077","0.3060","0.3100","0.3053","100.35M","0.56%"
"Mar 28, 2019","0.3060","0.3100","0.3100","0.3044","66.34M","-1.42%"
"Mar 27, 2019","0.3104","0.3030","0.3110","0.3006","113.65M","2.48%"
"Mar 26, 2019","0.3029","0.3031","0.3038","0.2948","75.95M","-0.03%"
"Mar 25, 2019","0.3030","0.3076","0.3080","0.2999","84.47M","-1.53%"
"Mar 24, 2019","0.3077","0.3117","0.3117","0.3056","54.36M","-1.28%"
"Mar 23, 2019","0.3117","0.3103","0.3127","0.3090","57.35M","0.39%"
"Mar 22, 2019","0.3105","0.3096","0.3124","0.3071","59.92M","0.26%"
"Mar 21, 2019","0.3097","0.3178","0.3191","0.3028","101.10M","-2.58%"
"Mar 20, 2019","0.3179","0.3157","0.3222","0.3116","92.39M","0.63%"
"Mar 19, 2019","0.3159","0.3146","0.3165","0.3126","57.02M","0.41%"
"Mar 18, 2019","0.3146","0.3153","0.3193","0.3121","68.64M","-0.29%"
"Mar 17, 2019","0.3155","0.3185","0.3189","0.3140","40.26M","-0.94%"
"Mar 16, 2019","0.3185","0.3147","0.3226","0.3145","107.01M","1.14%"
"Mar 15, 2019","0.3149","0.3112","0.3166","0.3107","56.37M","1.19%"
"Mar 14, 2019","0.3112","0.3134","0.3162","0.3065","79.37M","-0.77%"
"Mar 13, 2019","0.3136","0.3104","0.3252","0.3075","92.70M","1.06%"
"Mar 12, 2019","0.3103","0.3098","0.3118","0.3056","38.13M","0.06%"
"Mar 11, 2019","0.3101","0.3129","0.3143","0.3072","56.15M","-0.86%"
"Mar 10, 2019","0.3128","0.3138","0.3169","0.3090","50.11M","-0.29%"
"Mar 09, 2019","0.3137","0.3076","0.3184","0.3071","98.88M","1.95%"
"Mar 08, 2019","0.3077","0.3133","0.3161","0.3048","79.74M","-1.76%"
"Mar 07, 2019","0.3132","0.3162","0.3193","0.3125","72.13M","-0.92%"
"Mar 06, 2019","0.3161","0.3149","0.3210","0.3098","80.63M","0.38%"
"Mar 05, 2019","0.3149","0.3020","0.3175","0.3008","83.26M","4.20%"
"Mar 04, 2019","0.3022","0.3110","0.3120","0.2975","62.72M","-2.80%"
"Mar 03, 2019","0.3109","0.3137","0.3150","0.3084","40.67M","-0.89%"
"Mar 02, 2019","0.3137","0.3156","0.3180","0.3101","66.26M","-0.54%"
"Mar 01, 2019","0.3154","0.3136","0.3233","0.3116","77.62M","0.57%"
"Feb 28, 2019","0.3136","0.3108","0.3167","0.3068","93.66M","0.97%"
"Feb 27, 2019","0.3106","0.3163","0.3184","0.3009","80.55M","-1.83%"
"Feb 26, 2019","0.3164","0.3272","0.3343","0.3137","122.48M","-3.33%"
"Feb 25, 2019","0.3273","0.2974","0.3388","0.2972","157.36M","10.13%"
"Feb 24, 2019","0.2972","0.3327","0.3435","0.2930","292.36M","-10.64%"
"Feb 23, 2019","0.3326","0.3210","0.3335","0.3178","92.56M","3.65%"
"Feb 22, 2019","0.3209","0.3207","0.3233","0.3160","61.44M","0.12%"
"Feb 21, 2019","0.3205","0.3311","0.3329","0.3173","72.16M","-3.38%"
"Feb 20, 2019","0.3317","0.3230","0.3349","0.3177","117.02M","2.73%"
"Feb 19, 2019","0.3229","0.3270","0.3474","0.3192","178.26M","0.31%"
"Feb 18, 2019","0.3219","0.3034","0.3284","0.3020","114.93M","6.13%"
"Feb 17, 2019","0.3033","0.3004","0.3077","0.2986","38.02M","0.90%"
"Feb 16, 2019","0.3006","0.3008","0.3034","0.2998","30.08M","-0.40%"
"Feb 15, 2019","0.3018","0.3007","0.3063","0.2982","36.39M","0.30%"
"Feb 14, 2019","0.3009","0.3038","0.3053","0.2999","28.32M","-0.95%"
"Feb 13, 2019","0.3038","0.3051","0.3133","0.3012","54.87M","-0.46%"
"Feb 12, 2019","0.3052","0.3024","0.3082","0.2978","39.27M","0.93%"
"Feb 11, 2019","0.3024","0.3097","0.3101","0.3016","45.07M","-2.42%"
"Feb 10, 2019","0.3099","0.3122","0.3127","0.2992","48.53M","-0.74%"
"Feb 09, 2019","0.3122","0.3122","0.3163","0.3077","43.88M","0.03%"
"Feb 08, 2019","0.3121","0.2914","0.3198","0.2897","80.89M","7.10%"
"Feb 07, 2019","0.2914","0.2897","0.2945","0.2892","20.85M","0.66%"
"Feb 06, 2019","0.2895","0.2996","0.3008","0.2889","39.45M","-3.31%"
"Feb 05, 2019","0.2994","0.2992","0.3017","0.2968","26.23M","0.00%"
"Feb 04, 2019","0.2994","0.3023","0.3056","0.2976","26.56M","-0.96%"
"Feb 03, 2019","0.3023","0.3104","0.3119","0.2976","37.21M","-2.48%"
"Feb 02, 2019","0.3100","0.3064","0.3134","0.3044","34.32M","1.17%"
"Feb 01, 2019","0.3064","0.3094","0.3110","0.2956","61.35M","-0.81%"
"Jan 31, 2019","0.3089","0.3213","0.3353","0.3040","96.01M","-3.80%"
"Jan 30, 2019","0.3211","0.2868","0.3258","0.2850","88.11M","11.84%"
"Jan 29, 2019","0.2871","0.2922","0.2938","0.2820","37.12M","-1.75%"
"Jan 28, 2019","0.2922","0.3066","0.3076","0.2810","72.46M","-4.73%"
"Jan 27, 2019","0.3067","0.3126","0.3141","0.3037","31.61M","-1.92%"
"Jan 26, 2019","0.3127","0.3139","0.3180","0.3123","23.94M","-0.48%"
"Jan 25, 2019","0.3142","0.3162","0.3171","0.3105","26.28M","-0.54%"
"Jan 24, 2019","0.3159","0.3142","0.3177","0.3135","22.69M","0.61%"
"Jan 23, 2019","0.3140","0.3177","0.3199","0.3121","44.08M","-1.16%"
"Jan 22, 2019","0.3177","0.3173","0.3206","0.3056","60.96M","0.13%"
"Jan 21, 2019","0.3173","0.3170","0.3219","0.3129","26.01M","0.09%"
"Jan 20, 2019","0.3170","0.3268","0.3286","0.3109","36.94M","-3.00%"
"Jan 19, 2019","0.3268","0.3203","0.3330","0.3196","37.92M","2.03%"
"Jan 18, 2019","0.3203","0.3248","0.3255","0.3160","29.90M","-1.39%"
"Jan 17, 2019","0.3248","0.3257","0.3287","0.3194","44.11M","-0.28%"
"Jan 16, 2019","0.3257","0.3215","0.3326","0.3198","41.10M","1.31%"
"Jan 15, 2019","0.3215","0.3285","0.3317","0.3166","37.17M","-2.13%"
"Jan 14, 2019","0.3285","0.3113","0.3350","0.3110","57.64M","5.53%"
"Jan 13, 2019","0.3113","0.3253","0.3298","0.3080","42.29M","-4.30%"
"Jan 12, 2019","0.3253","0.3260","0.3307","0.3200","32.01M","-0.21%"
"Jan 11, 2019","0.3260","0.3246","0.3318","0.3185","62.72M","0.43%"
"Jan 10, 2019","0.3246","0.3648","0.3793","0.3140","147.48M","-11.02%"
"Jan 09, 2019","0.3648","0.3608","0.3687","0.3579","53.81M","1.11%"
"Jan 08, 2019","0.3608","0.3603","0.3676","0.3544","58.34M","0.14%"
"Jan 07, 2019","0.3603","0.3604","0.3725","0.3564","82.77M","-0.03%"
"Jan 06, 2019","0.3604","0.3485","0.3650","0.3452","62.69M","3.41%"
"Jan 05, 2019","0.3485","0.3528","0.3596","0.3450","56.13M","-1.22%"
"Jan 04, 2019","0.3528","0.3525","0.3585","0.3438","49.48M","0.09%"
"Jan 03, 2019","0.3525","0.3688","0.3693","0.3481","43.04M","-4.42%"
"Jan 02, 2019","0.3688","0.3603","0.3747","0.3533","65.95M","2.36%"
"Jan 01, 2019","0.3603","0.3484","0.3607","0.3453","40.51M","3.42%"
"Dec 31, 2018","0.3484","0.3650","0.3698","0.3433","61.74M","-4.55%"
"Dec 30, 2018","0.3650","0.3560","0.3662","0.3515","60.48M","2.53%"
"Dec 29, 2018","0.3560","0.3706","0.3791","0.3534","83.94M","-3.94%"
"Dec 28, 2018","0.3706","0.3336","0.3750","0.3289","82.86M","11.09%"
"Dec 27, 2018","0.3336","0.3729","0.3750","0.3255","71.43M","-10.54%"
"Dec 26, 2018","0.3729","0.3757","0.3882","0.3541","100.82M","-0.75%"
"Dec 25, 2018","0.3757","0.4007","0.4038","0.3609","147.80M","-6.24%"
"Dec 24, 2018","0.4007","0.3667","0.4500","0.3666","256.07M","9.27%"
"Dec 23, 2018","0.3667","0.3566","0.3780","0.3545","86.93M","2.83%"
"Dec 22, 2018","0.3566","0.3545","0.3597","0.3440","57.19M","0.59%"
"Dec 21, 2018","0.3545","0.3724","0.3827","0.3485","109.21M","-4.81%"
"Dec 20, 2018","0.3724","0.3448","0.3890","0.3397","154.37M","8.00%"
"Dec 19, 2018","0.3448","0.3496","0.3924","0.3419","137.71M","-1.37%"
"Dec 18, 2018","0.3496","0.3274","0.3499","0.3218","106.92M","6.78%"
"Dec 17, 2018","0.3274","0.2866","0.3361","0.2847","101.90M","14.24%"
"Dec 16, 2018","0.2866","0.2844","0.2956","0.2821","41.80M","0.77%"
"Dec 15, 2018","0.2844","0.2878","0.2919","0.2806","42.11M","-1.18%"
"Dec 14, 2018","0.2878","0.2993","0.3005","0.2834","56.35M","-3.84%"
"Dec 13, 2018","0.2993","0.3047","0.3058","0.2956","52.33M","-1.77%"
"Dec 12, 2018","0.3047","0.2992","0.3109","0.2970","47.59M","1.84%"
"Dec 11, 2018","0.2992","0.2993","0.3100","0.2941","58.03M","-0.03%"
"Dec 10, 2018","0.2993","0.3091","0.3132","0.2942","51.24M","-3.17%"
"Dec 09, 2018","0.3091","0.3027","0.3193","0.2981","70.98M","2.11%"
"Dec 08, 2018","0.3027","0.3010","0.3223","0.2914","111.71M","0.56%"
"Dec 07, 2018","0.3010","0.3093","0.3125","0.2876","175.91M","-2.68%"
"Dec 06, 2018","0.3093","0.3387","0.3458","0.3062","99.56M","-8.68%"
"Dec 05, 2018","0.3387","0.3521","0.3541","0.3379","71.63M","-3.81%"
"Dec 04, 2018","0.3521","0.3487","0.3628","0.3393","78.98M","0.98%"
"Dec 03, 2018","0.3487","0.3702","0.3708","0.3460","63.33M","-5.81%"
"Dec 02, 2018","0.3702","0.3722","0.3798","0.3656","56.40M","-0.54%"
"Dec 01, 2018","0.3722","0.3644","0.3783","0.3568","73.23M","2.14%"
"Nov 30, 2018","0.3644","0.3817","0.3832","0.3552","83.18M","-4.53%"
"Nov 29, 2018","0.3817","0.3921","0.3948","0.3650","101.19M","-2.65%"
"Nov 28, 2018","0.3921","0.3648","0.4033","0.3648","113.81M","7.48%"
"Nov 27, 2018","0.3648","0.3637","0.3761","0.3463","100.03M","0.30%"
"Nov 26, 2018","0.3637","0.3821","0.3999","0.3470","247.98M","-4.82%"
"Nov 25, 2018","0.3821","0.3798","0.4250","0.3290","226.27M","0.61%"
"Nov 24, 2018","0.3798","0.4145","0.4282","0.3700","96.09M","-8.37%"
"Nov 23, 2018","0.4145","0.4272","0.4345","0.3985","131.33M","-2.97%"
"Nov 22, 2018","0.4272","0.4535","0.4576","0.4243","69.29M","-5.80%"
"Nov 21, 2018","0.4535","0.4433","0.4692","0.4198","107.60M","2.30%"
"Nov 20, 2018","0.4433","0.4829","0.5091","0.4141","167.01M","-8.20%"
"Nov 19, 2018","0.4829","0.5155","0.5162","0.4675","137.55M","-6.32%"
"Nov 18, 2018","0.5155","0.4983","0.5330","0.4954","69.91M","3.45%"
"Nov 17, 2018","0.4983","0.4777","0.5046","0.4695","37.72M","4.31%"
"Nov 16, 2018","0.4777","0.4888","0.4954","0.4650","62.48M","-2.27%"
"Nov 15, 2018","0.4888","0.4843","0.4955","0.4314","138.89M","0.93%"
"Nov 14, 2018","0.4843","0.5175","0.5200","0.4143","140.45M","-6.42%"
"Nov 13, 2018","0.5175","0.5245","0.5347","0.5115","78.80M","-1.33%"
"Nov 12, 2018","0.5245","0.5104","0.5374","0.5037","60.85M","2.76%"
"Nov 11, 2018","0.5104","0.5091","0.5121","0.4974","30.61M","0.26%"
"Nov 10, 2018","0.5091","0.5046","0.5174","0.5030","30.15M","0.89%"
"Nov 09, 2018","0.5046","0.4971","0.5227","0.4960","61.98M","1.51%"
"Nov 08, 2018","0.4971","0.5401","0.5461","0.4931","79.50M","-7.96%"
"Nov 07, 2018","0.5401","0.5549","0.5554","0.5280","58.97M","-2.67%"
"Nov 06, 2018","0.5549","0.5017","0.5693","0.5013","93.19M","10.60%"
"Nov 05, 2018","0.5017","0.4699","0.5052","0.4636","32.38M","6.77%"
"Nov 04, 2018","0.4699","0.4574","0.4787","0.4498","27.73M","2.73%"
"Nov 03, 2018","0.4574","0.4628","0.4639","0.4551","11.40M","-1.17%"
"Nov 02, 2018","0.4628","0.4604","0.4671","0.4588","17.92M","0.52%"
"Nov 01, 2018","0.4604","0.4541","0.4614","0.4503","12.96M","1.39%"
"Oct 31, 2018","0.4541","0.4475","0.4607","0.4363","14.80M","1.47%"
"Oct 30, 2018","0.4475","0.4453","0.4536","0.4442","13.70M","0.49%"
"Oct 29, 2018","0.4453","0.4641","0.4651","0.4358","17.21M","-4.05%"
"Oct 28, 2018","0.4641","0.4606","0.4668","0.4582","9.42M","0.76%"
"Oct 27, 2018","0.4606","0.4661","0.4676","0.4578","9.28M","-1.18%"
"Oct 26, 2018","0.4661","0.4641","0.4703","0.4591","13.98M","0.43%"
"Oct 25, 2018","0.4641","0.4642","0.4727","0.4571","17.92M","-0.02%"
"Oct 24, 2018","0.4642","0.4700","0.4785","0.4606","20.88M","-1.23%"
"Oct 23, 2018","0.4700","0.4615","0.4845","0.4438","22.49M","1.84%"
"Oct 22, 2018","0.4615","0.4649","0.4685","0.4565","15.96M","-0.73%"
"Oct 21, 2018","0.4649","0.4673","0.4740","0.4634","16.15M","-0.51%"
"Oct 20, 2018","0.4673","0.4610","0.4719","0.4560","18.22M","1.37%"
"Oct 19, 2018","0.4610","0.4687","0.4722","0.4577","22.97M","-1.64%"
"Oct 18, 2018","0.4687","0.4835","0.4941","0.4573","29.63M","-3.06%"
"Oct 17, 2018","0.4835","0.4841","0.4977","0.4722","29.37M","-0.12%"
"Oct 16, 2018","0.4841","0.4612","0.4872","0.4557","31.78M","4.97%"
"Oct 15, 2018","0.4612","0.4061","0.5200","0.3985","55.52M","13.57%"
"Oct 14, 2018","0.4061","0.4229","0.4304","0.4026","23.06M","-3.97%"
"Oct 13, 2018","0.4229","0.4207","0.4310","0.4165","31.08M","0.52%"
"Oct 12, 2018","0.4207","0.3830","0.4484","0.3786","64.77M","9.84%"
"Oct 11, 2018","0.3830","0.4663","0.4663","0.3784","52.94M","-17.86%"
"Oct 10, 2018","0.4663","0.4820","0.4820","0.4620","24.02M","-3.26%"
"Oct 09, 2018","0.4820","0.4930","0.4940","0.4713","18.28M","-2.23%"
"Oct 08, 2018","0.4930","0.4832","0.5003","0.4788","29.10M","2.03%"
"Oct 07, 2018","0.4832","0.4890","0.4915","0.4678","29.09M","-1.19%"
"Oct 06, 2018","0.4890","0.5218","0.5224","0.4688","31.72M","-6.29%"
"Oct 05, 2018","0.5218","0.5288","0.5328","0.5105","30.25M","-1.32%"
"Oct 04, 2018","0.5288","0.5288","0.5494","0.5251","32.79M","0.00%"
"Oct 03, 2018","0.5288","0.5178","0.5370","0.5080","49.46M","2.12%"
"Oct 02, 2018","0.5178","0.5775","0.5804","0.5144","42.33M","-10.34%"
"Oct 01, 2018","0.5775","0.5826","0.6057","0.5358","61.96M","-0.88%"
"Sep 30, 2018","0.5826","0.5689","0.6220","0.5530","66.73M","2.41%"
"Sep 29, 2018","0.5689","0.5402","0.5962","0.5200","54.65M","5.31%"
"Sep 28, 2018","0.5402","0.5436","0.5510","0.5160","59.74M","-0.63%"
"Sep 27, 2018","0.5436","0.5131","0.5536","0.5071","66.02M","5.94%"
"Sep 26, 2018","0.5131","0.5254","0.5715","0.4842","97.02M","-2.34%"
"Sep 25, 2018","0.5254","0.4924","0.5479","0.4355","106.29M","6.70%"
"Sep 24, 2018","0.4924","0.5716","0.5845","0.4821","65.89M","-13.86%"
"Sep 23, 2018","0.5716","0.5734","0.6000","0.5554","70.75M","-0.31%"
"Sep 22, 2018","0.5734","0.5645","0.6232","0.4887","96.17M","1.58%"
"Sep 21, 2018","0.5645","0.4481","0.8009","0.4290","99.75M","25.98%"
"Sep 20, 2018","0.4481","0.3266","0.4910","0.3210","53.12M","37.20%"
"Sep 19, 2018","0.3266","0.3190","0.3357","0.3105","35.55M","2.38%"
"Sep 18, 2018","0.3190","0.2702","0.3356","0.2692","38.00M","18.06%"
"Sep 17, 2018","0.2702","0.2811","0.2835","0.2666","15.49M","-3.88%"
"Sep 16, 2018","0.2811","0.2799","0.2823","0.2735","8.44M","0.43%"
"Sep 15, 2018","0.2799","0.2758","0.2846","0.2756","12.32M","1.49%"
"Sep 14, 2018","0.2758","0.2793","0.2853","0.2717","18.34M","-1.25%"
"Sep 13, 2018","0.2793","0.2696","0.2854","0.2676","27.50M","3.60%"
"Sep 12, 2018","0.2696","0.2628","0.2731","0.2531","30.22M","2.59%"
"Sep 11, 2018","0.2628","0.2696","0.2746","0.2530","28.38M","-2.52%"
"Sep 10, 2018","0.2696","0.2769","0.2820","0.2588","27.01M","-2.64%"
"Sep 09, 2018","0.2769","0.2767","0.2906","0.2709","23.64M","0.07%"
